0.5	0.720627	
0.499725	0.71579	
0.498993	0.708817	
0.497772	0.699692	
0.496063	0.688385	
0.493866	0.675003	
0.49118	0.659546	
0.488007	0.642075	
0.484344	0.622635	
0.480225	0.601273	
0.725616	0.654907	
0.720413	0.635239	
0.714523	0.613083	
0.707932	0.588547	
0.700638	0.561661	
0.692673	0.532578	
0.684006	0.501404	
0.674667	0.468246	
0.664658	0.433258	
0.653992	0.396576	
0.642715	0.358337	
0.630783	0.318695	
0.618225	0.277771	
0.605072	0.235779	
0.591324	0.192886	
0.577026	0.149185	
0.562103	0.104935	
0.546661	0.0602417	
0.53067	0.0153503	
0.51416	-0.0296173	
0.497162	-0.0744934	
0.479645	-0.119034	
0.461655	-0.163162	
0.443237	-0.206619	
0.424362	-0.249237	
0.405106	-0.290909	
0.385406	-0.331436	
0.365372	-0.370636	
0.344955	-0.408386	
0.324203	-0.444565	
0.303116	-0.478989	
0.281754	-0.511505	
0.260071	-0.542038	
0.238174	-0.570435	
0.216049	-0.596588	
0.193695	-0.620392	
0.171127	-0.641769	
0.148438	-0.660614	
0.12558	-0.676849	
0.1026	-0.69046	
0.0794983	-0.701355	
0.056366	-0.709473	
0.0331116	-0.714844	
0.00987244	-0.717377	
-0.013382	-0.717102	
-0.0366364	-0.713989	
-0.059845	-0.708115	
-0.0829773	-0.699432	
-0.106049	-0.688004	
-0.129013	-0.673874	
-0.151871	-0.657089	
-0.174561	-0.637726	
-0.197083	-0.615875	
-0.219391	-0.591599	
-0.241531	-0.565018	
-0.263397	-0.536163	
-0.285004	-0.505264	
-0.30632	-0.472366	
-0.327347	-0.437607	
-0.348068	-0.401123	
-0.368454	-0.363037	
-0.388458	-0.323578	
-0.408066	-0.282806	
-0.427307	-0.240952	
-0.446106	-0.198151	
-0.464478	-0.154541	
-0.482376	-0.110367	
-0.499817	-0.0657501	
-0.516739	-0.0208588	
-0.533173	0.0240936	
-0.549103	0.0690002	
-0.564484	0.113586	
-0.579285	0.157745	
-0.593521	0.201263	
-0.607178	0.244003	
-0.620255	0.285812	
-0.632721	0.326462	
-0.644531	0.365845	
-0.655746	0.403809	
-0.66629	0.440155	
-0.676193	0.474792	
-0.68544	0.507568	
-0.693985	0.538345	
-0.701859	0.566971	
-0.709045	0.59343	
-0.71553	0.617523	
-0.721313	0.639206	
-0.726395	0.658386	
-0.730759	0.674988	
-0.73439	0.688919	
-0.737305	0.70015	
-0.739502	0.708618	
-0.740967	0.71434	
-0.741714	0.717209	
-0.74173	0.7173	
-0.740982	0.714569	
-0.739532	0.70903	
-0.737366	0.700714	
-0.734451	0.689636	
-0.730835	0.675842	
-0.726486	0.659424	
-0.721405	0.640396	
-0.715652	0.618851	
-0.709167	0.594879	
-0.702011	0.568573	
-0.694138	0.54007	
-0.685577	0.509399	
-0.676346	0.476746	
-0.666473	0.442215	
-0.655945	0.40596	
-0.644745	0.368118	
-0.632904	0.328827	
-0.620453	0.288239	
-0.607391	0.246506	
-0.59375	0.203812	
-0.579514	0.160339	
-0.564682	0.116226	
-0.549332	0.07164	
-0.533417	0.0267792	
-0.516983	-0.0181732	
-0.500061	-0.0630493	
-0.482605	-0.107697	
-0.464706	-0.151901	
-0.44632	-0.195526	
-0.427536	-0.238373	
-0.408295	-0.280289	
-0.388657	-0.321091	
-0.368652	-0.360672	
-0.348282	-0.398804	
-0.327545	-0.435394	
-0.306519	-0.47023	
-0.285172	-0.503265	
-0.26355	-0.534302	
-0.241653	-0.563263	
-0.219559	-0.589996	
-0.197205	-0.614426	
-0.174683	-0.636429	
-0.151962	-0.655945	
-0.12912	-0.672867	
-0.10614	-0.68718	
-0.0830536	-0.698776	
-0.0598907	-0.707626	
-0.0366516	-0.713699	
-0.013382	-0.71701	
0.00987244	-0.717453	
0.0331573	-0.715134	
0.0563812	-0.709961	
0.0795593	-0.702011	
0.102661	-0.69133	
0.125656	-0.677917	
0.148544	-0.66185	
0.17128	-0.643173	
0.193832	-0.621994	
0.216217	-0.598358	
0.238358	-0.572388	
0.2603	-0.544174	
0.281952	-0.513809	
0.303345	-0.48143	
0.324448	-0.447159	
0.345215	-0.411148	
0.365646	-0.373505	
0.385727	-0.334412	
0.405411	-0.294006	
0.424713	-0.252426	
0.443573	-0.2099	
0.462036	-0.166534	
0.480011	-0.122482	
0.497513	-0.0779724	
0.514526	-0.0331421	
0.531036	0.0117798	
0.547043	0.0567017	
0.562485	0.101364	
0.577377	0.14563	
0.591721	0.189346	
0.605469	0.232315	
0.618637	0.274368	
0.631165	0.315338	
0.643082	0.355072	
0.654358	0.393433	
0.664993	0.430222	
0.674988	0.465347	
0.684311	0.498627	
0.692947	0.529953	
0.700928	0.559219	
0.708206	0.586273	
0.714783	0.611053	
0.720642	0.633408	
0.72583	0.653275	
0.73027	0.670578	
0.733994	0.685257	
0.737	0.697281	
0.739288	0.706512	
0.740814	0.713013	
0.741653	0.716721	
0.74173	0.71759	
0.741104	0.715652	
0.739716	0.710922	
0.73764	0.703384	
0.734787	0.693085	
0.731232	0.680084	
0.726974	0.664413	
0.721985	0.646118	
0.716278	0.625305	
0.709885	0.60202	
0.702774	0.576416	
0.694977	0.548508	
0.686493	0.518478	
0.677322	0.486389	
0.667496	0.452393	
0.657013	0.416641	
0.645874	0.379242	
0.634094	0.340363	
0.621719	0.300156	
0.608719	0.258743	
0.595093	0.216354	
0.580902	0.173111	
0.566132	0.129181	
0.550797	0.0847168	
0.534927	0.0399323	
0.518539	-0.00498962	
0.501633	-0.0499115	
0.484222	-0.0946198	
0.466354	-0.138962	
0.448013	-0.182739	
0.42923	-0.225845	
0.410034	-0.268005	
0.390411	-0.309174	
0.370407	-0.349106	
0.350052	-0.387665	
0.329361	-0.424698	
0.308334	-0.460098	
0.287003	-0.493668	
0.265381	-0.525299	
0.2435	-0.554855	
0.221375	-0.58226	
0.199036	-0.607376	
0.176514	-0.630112	
0.153793	-0.650375	
0.13092	-0.668076	
0.107956	-0.683167	
0.0848694	-0.695587	
0.061676	-0.705276	
0.0384369	-0.712204	
0.0151672	-0.716339	
-0.00813293	-0.717651	
-0.0314178	-0.716156	
-0.0546722	-0.711838	
-0.0778809	-0.704758	
-0.101028	-0.694885	
-0.124023	-0.682312	
-0.146942	-0.667053	
-0.169693	-0.64917	
-0.192276	-0.628754	
-0.214691	-0.605865	
-0.236877	-0.580627	
-0.25882	-0.553085	
-0.280548	-0.523376	
-0.301956	-0.491623	
-0.323105	-0.457916	
-0.343903	-0.422455	
-0.36438	-0.385315	
-0.384491	-0.346649	
-0.404221	-0.306656	
-0.423538	-0.265427	
-0.442474	-0.223206	
-0.460938	-0.180069	
-0.478973	-0.136261	
-0.496506	-0.0918884	
-0.513565	-0.0471497	
-0.530121	-0.00224304	
-0.546173	0.0426788	
-0.561661	0.0874329	
-0.576599	0.131821	
-0.590973	0.17572	
-0.604752	0.218918	
-0.61795	0.261261	
-0.630524	0.302567	
-0.642487	0.342712	
-0.653809	0.3815	
-0.66449	0.418808	
-0.67453	0.454453	
-0.683868	0.488312	
-0.692581	0.520264	
-0.700577	0.550171	
-0.707886	0.577942	
-0.714508	0.603424	
-0.720413	0.626572	
-0.725586	0.647247	
-0.730072	0.665359	
-0.733841	0.680908	
-0.736893	0.693741	
-0.739182	0.703888	
-0.740768	0.711258	
-0.741608	0.715836	
-0.74173	0.717636	
-0.741119	0.716614	
-0.739777	0.712769	
-0.737686	0.706146	
-0.734879	0.696732	
-0.731369	0.684601	
-0.727127	0.669769	
-0.722137	0.652359	
-0.716446	0.632339	
-0.710052	0.609879	
-0.702957	0.585022	
-0.69519	0.557861	
-0.686722	0.528519	
-0.677582	0.497101	
-0.66774	0.46373	
-0.657272	0.428528	
-0.646164	0.391678	
-0.634384	0.353287	
-0.621979	0.313507	
-0.608978	0.272507	
-0.595383	0.230423	
-0.581207	0.187454	
-0.566437	0.143723	
-0.551117	0.0994415	
-0.535233	0.0547943	
-0.518814	0.0098877	
-0.501923	-0.0350189	
-0.484512	-0.0798035	
-0.466629	-0.124268	
-0.448288	-0.168243	
-0.429489	-0.211578	
-0.410294	-0.254074	
-0.390671	-0.295578	
-0.370667	-0.335907	
-0.350281	-0.374939	
-0.329575	-0.412491	
-0.308517	-0.448441	
-0.287186	-0.48262	
-0.265564	-0.514908	
-0.243652	-0.545151	
-0.221512	-0.573303	
-0.199173	-0.599182	
-0.17662	-0.622726	
-0.1539	-0.643829	
-0.131012	-0.662399	
-0.108017	-0.678391	
-0.0848846	-0.691727	
-0.0617218	-0.702316	
-0.0384521	-0.71019	
-0.0151367	-0.71524	
0.00816345	-0.717529	
0.0314789	-0.716995	
0.0547485	-0.713638	
0.0779572	-0.70752	
0.101105	-0.698578	
0.124146	-0.686951	
0.147049	-0.672607	
0.169815	-0.655624	
0.192444	-0.636063	
0.214874	-0.614014	
0.237061	-0.5896	
0.259048	-0.56282	
0.280746	-0.533859	
0.302185	-0.502823	
0.323334	-0.469788	
0.344147	-0.434937	
0.364609	-0.398361	
0.384735	-0.36026	
0.40448	-0.320709	
0.423828	-0.279892	
0.442734	-0.238037	
0.461243	-0.195175	
0.479263	-0.151611	
0.496811	-0.107437	
0.513901	-0.0628204	
0.530457	-0.0179749	
0.546478	0.0269623	
0.561966	0.0717621	
0.576904	0.116272	
0.591263	0.16037	
0.605057	0.203812	
0.61824	0.24646	
0.630814	0.288147	
0.642776	0.32869	
0.654114	0.367966	
0.664764	0.405807	
0.674789	0.442047	
0.684128	0.476547	
0.69281	0.509155	
0.70079	0.53981	
0.708084	0.568344	
0.714691	0.594635	
0.720566	0.618622	
0.725739	0.640167	
0.730225	0.65921	
0.733948	0.675674	
0.736969	0.689499	
0.739258	0.700592	
0.740799	0.708939	
0.741638	0.714554	
0.741714	0.717331	
0.741074	0.717331	
0.739685	0.714508	
0.737564	0.708862	
0.734756	0.70047	
0.731171	0.689316	
0.726913	0.675491	
0.721893	0.658997	
0.716187	0.639908	
0.709763	0.618332	
0.702621	0.59433	
0.694809	0.568008	
0.686295	0.539474	
0.677109	0.508774	
0.667236	0.476135	
0.656708	0.44162	
0.645569	0.405365	
0.633743	0.367538	
0.621338	0.328232	
0.608292	0.287674	
0.59462	0.246002	
0.580399	0.203339	
0.565582	0.159897	
0.550217	0.115814	
0.534317	0.0712738	
0.517853	0.0264893	
0.500916	-0.0184326	
0.483459	-0.0632629	
0.465546	-0.10788	
0.447159	-0.152039	
0.428329	-0.195602	
0.409058	-0.238403	
0.38942	-0.280273	
0.36937	-0.32106	
0.348953	-0.360596	
